epoch,learning_rate,train_loss,train_silhouette,train_recall_5,test_loss,test_silhouette,test_recall_5,train_pos_sim,train_neg_sim,test_pos_sim,test_neg_sim,is_best_model
1,1e-05,0.03054404914430229,-0.07292480021715164,0.8946808510638298,1.12922765314579,0.04109862074255943,0.851063829787234,0.6953714097418436,-0.056065788306970225,0.8859491109848022,0.7772744238376618,No
2,1e-05,0.006138981656716546,-0.09691738337278366,0.8787234042553191,1.2658521950244903,0.012076768092811108,0.8297872340425532,0.6993549910987296,-0.1152209809436122,0.9176365196704864,0.8360532402992249,No
3,1e-05,0.007000262944152715,-0.12246178835630417,0.8861702127659574,1.325498926639557,0.006857057102024555,0.851063829787234,0.7032592354751215,-0.11008541605594319,0.9351852595806122,0.8625463783740998,No
4,5e-06,0.0073422749188910355,-0.11331300437450409,0.8819148936170212,1.185456682741642,-0.0008240534807555377,0.8297872340425532,0.7007447056654023,-0.13245674726757697,0.9263376951217651,0.8272947132587433,No
5,5e-06,0.005165548736255093,-0.054923996329307556,0.8702127659574468,0.17899059113115073,-0.0036230084951967,0.8723404255319149,0.7135190209237541,-0.13087303366955005,0.760882043838501,0.32139408588409424,Yes
6,5e-06,0.008958809766151783,-0.09378178417682648,0.8712765957446809,0.8838444441556931,-0.006185587495565414,0.8085106382978723,0.709270537190321,-0.11736067207870869,0.8845280110836029,0.7379744708538055,No
7,2.5e-06,0.004711358041911409,-0.06897880882024765,0.8712765957446809,0.9883539468050003,0.0009734295890666544,0.851063829787234,0.7045565933716006,-0.14135934027229868,0.8923052668571472,0.7660777628421783,No
8,2.5e-06,0.006347449419440747,-0.08811575919389725,0.8829787234042553,1.2496152728796006,-0.004939380567520857,0.7872340425531915,0.7137390773470809,-0.14174558374939894,0.9221340954303742,0.8387632608413697,No
9,2.5e-06,0.00601097520841172,-0.08794685453176498,0.8808510638297873,0.8184344887733459,-0.0031686550937592983,0.8085106382978723,0.7170057549709227,-0.13210499504717385,0.9107738733291626,0.7459687411785125,No
10,1.25e-06,0.003863036386645967,-0.058228299021720886,0.9,0.4109642393887043,0.010772470384836197,0.8723404255319149,0.7152358843059075,-0.14627750795788882,0.8208570063114167,0.5432282239198685,No
