queueId,priority,priorityReason,decision,recommendedAction,source,sourceId,relatedSourceId,name,category,categoryEligibility,newTier,latitude,longitude,canonicalId,canonicalName,evidence,reviewerDecision,reviewerNotes
DUPLICATE:osm:node:12402104801:overture:497415af-bdcc-4ff9-9ca1-848e814c26aa,P3,source_duplicate_resolution,SOURCE_DUPLICATE,MERGE_SOURCE_DUPLICATE,cross_source,osm:node:12402104801,overture:497415af-bdcc-4ff9-9ca1-848e814c26aa,Nhà hàng Nhật Miyoshi,restaurant,TRAVELER_RELEVANT,,16.0693093,108.2364723,,,"{""confidence"":1,""distanceMeters"":2.49,""reasonCodes"":[""near_duplicate_name_category_and_location""]}",,
DUPLICATE:osm:node:4378701501:overture:c831509b-7fe3-423f-9292-3fc32e7aef7b,P3,source_duplicate_resolution,SOURCE_DUPLICATE,MERGE_SOURCE_DUPLICATE,cross_source,osm:node:4378701501,overture:c831509b-7fe3-423f-9292-3fc32e7aef7b,quan pho hong,restaurant,TRAVELER_RELEVANT,,16.0775502,108.2217728,,,"{""confidence"":1,""distanceMeters"":6.09,""reasonCodes"":[""near_duplicate_name_category_and_location""]}",,
DUPLICATE:osm:node:729406392:overture:1b27afcb-daa1-4977-bcd5-cc5327c08c64,P3,source_duplicate_resolution,SOURCE_DUPLICATE,MERGE_SOURCE_DUPLICATE,cross_source,osm:node:729406392,overture:1b27afcb-daa1-4977-bcd5-cc5327c08c64,Ca Phe 83,cafe,TRAVELER_RELEVANT,,16.0785765,108.2193388,,,"{""confidence"":1,""distanceMeters"":3.25,""reasonCodes"":[""near_duplicate_name_category_and_location""]}",,
DUPLICATE:overture:04e58b32-e311-469b-8cf4-ba31f43515f1:overture:a1d192c7-cd45-4b2c-84bf-b57c599fc54e,P3,source_duplicate_resolution,SOURCE_DUPLICATE,MERGE_SOURCE_DUPLICATE,overture,overture:04e58b32-e311-469b-8cf4-ba31f43515f1,overture:a1d192c7-cd45-4b2c-84bf-b57c599fc54e,Ánh Dương Mart | Da Nang,convenience,TRAVELER_RELEVANT,,16.09847911,108.13478291,,,"{""confidence"":0.98,""distanceMeters"":4.05,""reasonCodes"":[""same_phone""]}",,
DUPLICATE:overture:04ec8116-b6a2-4bca-9c25-a94812b846a8:overture:5df61993-707a-4650-a38d-ccd054fcd904,P3,source_duplicate_resolution,SOURCE_DUPLICATE,MERGE_SOURCE_DUPLICATE,overture,overture:04ec8116-b6a2-4bca-9c25-a94812b846a8,overture:5df61993-707a-4650-a38d-ccd054fcd904,Hệ thống thủy lực tàu thuyền,boat,EXCLUDED,,16.05175,108.17767,,,"{""confidence"":0.98,""distanceMeters"":0,""reasonCodes"":[""same_phone""]}",,
DUPLICATE:overture:15557e0f-2e87-42b5-a494-0173090c34ab:overture:e2702b75-fa9f-4a79-bc1f-feefa646d219,P3,source_duplicate_resolution,SOURCE_DUPLICATE,MERGE_SOURCE_DUPLICATE,overture,overture:15557e0f-2e87-42b5-a494-0173090c34ab,overture:e2702b75-fa9f-4a79-bc1f-feefa646d219,Nội thất-phụ kiện ôtô giá rẽ Đà Nẵng,automotive,LOW_VALUE,,16.061364682159148,108.17141033603932,,,"{""confidence"":0.98,""distanceMeters"":47.6,""reasonCodes"":[""same_phone""]}",,
DUPLICATE:overture:22206b08-c071-4415-824e-ef3e9d62830c:overture:62275dbd-8d7d-4403-82d2-b129ca98561e,P3,source_duplicate_resolution,SOURCE_DUPLICATE,MERGE_SOURCE_DUPLICATE,overture,overture:22206b08-c071-4415-824e-ef3e9d62830c,overture:62275dbd-8d7d-4403-82d2-b129ca98561e,LQDOJ,unknown,EXCLUDED,,16.0554002,108.2369901,,,"{""confidence"":0.98,""distanceMeters"":0,""reasonCodes"":[""same_phone""]}",,
DUPLICATE:overture:2d2326d2-9a5b-4774-8bd7-beecfcaf69bb:overture:66fba591-f6b1-4334-8b9e-ffda87b4c614,P3,source_duplicate_resolution,SOURCE_DUPLICATE,MERGE_SOURCE_DUPLICATE,overture,overture:2d2326d2-9a5b-4774-8bd7-beecfcaf69bb,overture:66fba591-f6b1-4334-8b9e-ffda87b4c614,Green House Digital Marketing,web,EXCLUDED,,16.00484,108.22419,,,"{""confidence"":0.98,""distanceMeters"":1.04,""reasonCodes"":[""same_phone""]}",,
DUPLICATE:overture:2d2f0bcb-7920-41fe-9c92-371dbeeed89f:wikidata:Q111862533,P3,source_duplicate_resolution,SOURCE_DUPLICATE,MERGE_SOURCE_DUPLICATE,cross_source,overture:2d2f0bcb-7920-41fe-9c92-371dbeeed89f,wikidata:Q111862533,Halina Hotel and Apartment,accommodation,TRAVELER_RELEVANT,,16.05367335,108.2463168,,,"{""confidence"":1,""distanceMeters"":17.54,""reasonCodes"":[""near_duplicate_name_category_and_location""]}",,
DUPLICATE:overture:32d043cb-2aee-45c6-82a7-ca9ad4a3bb12:overture:c07e5a6c-90b1-4d59-8a0b-7f48d6e4712e,P3,source_duplicate_resolution,SOURCE_DUPLICATE,MERGE_SOURCE_DUPLICATE,overture,overture:32d043cb-2aee-45c6-82a7-ca9ad4a3bb12,overture:c07e5a6c-90b1-4d59-8a0b-7f48d6e4712e,Công ty TNHH H&H - Động cơ điện Đà Nẵng,professional,LOW_VALUE,,16.05875,108.18018,,,"{""confidence"":0.98,""distanceMeters"":14.39,""reasonCodes"":[""same_phone""]}",,
DUPLICATE:overture:355a9c1c-6ebf-41f0-8158-e6b262313b6a:overture:d4587ed6-f42f-4ea7-914c-8e7b24bf021c,P3,source_duplicate_resolution,SOURCE_DUPLICATE,MERGE_SOURCE_DUPLICATE,overture,overture:355a9c1c-6ebf-41f0-8158-e6b262313b6a,overture:d4587ed6-f42f-4ea7-914c-8e7b24bf021c,Đông Trùng Hạ Thảo Bhutan,cafe,TRAVELER_RELEVANT,,16.0813108,108.2189206,,,"{""confidence"":0.98,""distanceMeters"":10.96,""reasonCodes"":[""same_phone""]}",,
DUPLICATE:overture:3df60ad7-f2bb-4536-a46b-102caffa47a9:overture:a56819d8-e323-4a64-9a5d-14e81c044797,P3,source_duplicate_resolution,SOURCE_DUPLICATE,MERGE_SOURCE_DUPLICATE,overture,overture:3df60ad7-f2bb-4536-a46b-102caffa47a9,overture:a56819d8-e323-4a64-9a5d-14e81c044797,Thiết Kế Website Đà Nẵng - 43 Agency,web,EXCLUDED,,16.05310221,108.17771622,,,"{""confidence"":0.98,""distanceMeters"":8.87,""reasonCodes"":[""same_phone""]}",,
DUPLICATE:overture:6883a4b8-a4c0-4d13-8c21-bb24d0c7163f:overture:9c38eb30-3528-4b4c-a3b8-bbb5077574b2,P3,source_duplicate_resolution,SOURCE_DUPLICATE,MERGE_SOURCE_DUPLICATE,overture,overture:6883a4b8-a4c0-4d13-8c21-bb24d0c7163f,overture:9c38eb30-3528-4b4c-a3b8-bbb5077574b2,"Loa Kéo Di Động - Chính Hãng, Giá Rẻ tại Đà Nẵng",unknown,EXCLUDED,,16.0489575,108.2387114,,,"{""confidence"":0.98,""distanceMeters"":7.47,""reasonCodes"":[""same_phone""]}",,
DUPLICATE:overture:80046716-cf29-40b3-8d23-953b3112ce61:overture:ef403dce-0300-4c2b-acb2-b2c804bddf11,P3,source_duplicate_resolution,SOURCE_DUPLICATE,MERGE_SOURCE_DUPLICATE,overture,overture:80046716-cf29-40b3-8d23-953b3112ce61,overture:ef403dce-0300-4c2b-acb2-b2c804bddf11,Ông Địa Thần Tài - Hào Quang Phật,professional,LOW_VALUE,,16.0843569,108.2182963,,,"{""confidence"":0.98,""distanceMeters"":20.11,""reasonCodes"":[""same_phone""]}",,
DUPLICATE:overture:9b26f034-385d-4481-9ee6-17123a761741:overture:f61d7431-b3e4-4d52-a49d-2eed22318026,P3,source_duplicate_resolution,SOURCE_DUPLICATE,MERGE_SOURCE_DUPLICATE,overture,overture:9b26f034-385d-4481-9ee6-17123a761741,overture:f61d7431-b3e4-4d52-a49d-2eed22318026,Heo Dat Homestay,accommodation,TRAVELER_RELEVANT,,16.04337688,108.21211326,,,"{""confidence"":0.98,""distanceMeters"":8.51,""reasonCodes"":[""same_phone""]}",,
MATCH:osm:osm:node:10598314706,P0,high_confidence_gate_not_met,HIGH_CONFIDENCE_MATCH,ENRICH_EXISTING,osm,osm:node:10598314706,,Reply 1988,cafe,TRAVELER_RELEVANT,,16.0639774,108.2228375,google_maps_1742,Reply 1988 Cafe,"{""confidence"":0.9963,""reasonCodes"":[""tight_distance"",""strong_name_similarity"",""category_compatible""]}",,
MATCH:osm:osm:node:13964372302,P0,high_confidence_gate_not_met,HIGH_CONFIDENCE_MATCH,ENRICH_EXISTING,osm,osm:node:13964372302,,KIN Cafe & Homebakes,cafe,TRAVELER_RELEVANT,,16.0652193,108.2405323,google_maps_1746,KIN Cafe & Homebakes,"{""confidence"":0.997,""reasonCodes"":[""tight_distance"",""strong_name_similarity"",""category_compatible""]}",,
MATCH:osm:osm:way:699673423,P2,strong_new_traveler_candidate,NEW_CANDIDATE,CREATE_NEW,osm,osm:way:699673423,,Tehana Beach Hotel Da Nang,accommodation,TRAVELER_RELEVANT,NEW_TIER_A_STRONG,16.0427276,108.2479052,google_maps_5228,Holiday Beach Hotel Danang,"{""confidence"":0.3968,""reasonCodes"":[""incompatible_category"",""no_credible_canonical_match""]}",,
MATCH:overture:overture:07983e98-bc8b-4329-a59d-50d94054d14b,P2,strong_new_traveler_candidate,NEW_CANDIDATE,CREATE_NEW,overture,overture:07983e98-bc8b-4329-a59d-50d94054d14b,,Eaka coffee,cafe,TRAVELER_RELEVANT,NEW_TIER_A_STRONG,16.05953445,108.20394916,,,"{""confidence"":0,""reasonCodes"":[""no_credible_canonical_match""]}",,
MATCH:overture:overture:0934b937-b13c-413e-abe8-cb79e69b60b7,P1,high_value_probable_match,PROBABLE_MATCH,ENRICH_EXISTING,overture,overture:0934b937-b13c-413e-abe8-cb79e69b60b7,,Cà phê Mơn Man,cafe,TRAVELER_RELEVANT,,16.05477835,108.10177053,google_maps_4375,Cà phê Mơn Man,"{""confidence"":0.929,""reasonCodes"":[""exact_name_threshold_edge"",""category_compatible"",""address_support""]}",,
MATCH:overture:overture:0b0134d6-e228-4f30-950b-ea44d49b8316,P2,strong_new_traveler_candidate,NEW_CANDIDATE,CREATE_NEW,overture,overture:0b0134d6-e228-4f30-950b-ea44d49b8316,,DMT MARINA,restaurant,TRAVELER_RELEVANT,NEW_TIER_A_STRONG,16.06309526,108.23004147,google_maps_1744,Tamarind Coffee,"{""confidence"":0.4879,""reasonCodes"":[""no_credible_canonical_match""]}",,
MATCH:overture:overture:0bb01b18-95ed-4aa3-83b1-ab6440f44896,P0,high_confidence_gate_not_met,HIGH_CONFIDENCE_MATCH,ENRICH_EXISTING,overture,overture:0bb01b18-95ed-4aa3-83b1-ab6440f44896,,DON Chicken Đà Nẵng,restaurant,TRAVELER_RELEVANT,,16.06013826,108.21344159,google_maps_1641,Don Chicken 돈 치킨,"{""confidence"":0.9987,""reasonCodes"":[""tight_distance"",""strong_name_similarity"",""category_compatible""]}",,
MATCH:overture:overture:0de6b4d3-a78a-486d-b091-a429c1c46136,P2,strong_new_traveler_candidate,NEW_CANDIDATE,CREATE_NEW,overture,overture:0de6b4d3-a78a-486d-b091-a429c1c46136,,Jin Zhong Tea and Coffee,cafe,TRAVELER_RELEVANT,NEW_TIER_A_STRONG,16.05589226,108.23258677,,,"{""confidence"":0,""reasonCodes"":[""no_credible_canonical_match""]}",,
MATCH:overture:overture:10a50ef6-e636-4bfc-8249-201d49a1db11,P0,high_confidence_gate_not_met,HIGH_CONFIDENCE_MATCH,ENRICH_EXISTING,overture,overture:10a50ef6-e636-4bfc-8249-201d49a1db11,,BonPas Bakery & Cafe,cafe,TRAVELER_RELEVANT,,16.04228688,108.2175079,google_maps_2091,BonPas Bakery & Cafe,"{""confidence"":0.9974,""reasonCodes"":[""tight_distance"",""strong_name_similarity"",""category_compatible""]}",,
MATCH:overture:overture:163dfca7-cf98-40da-bed0-1555283a8d74,P0,high_confidence_gate_not_met,HIGH_CONFIDENCE_MATCH,ENRICH_EXISTING,overture,overture:163dfca7-cf98-40da-bed0-1555283a8d74,,Cơm tấm Sài Gòn thiện,restaurant,TRAVELER_RELEVANT,,16.05136827,108.15135096,google_maps_779,Cơm tấm Sài Gòn thiện,"{""confidence"":0.9985,""reasonCodes"":[""tight_distance"",""strong_name_similarity"",""category_compatible""]}",,
